song ID	lyric ID	Lyrics	Word count in sentence	Total word count	English exist in sentence	Eng word count in sentence	Total Eng word count	Eng % in sentence	Eng % in whole	Spoken exist in sentence	Spoken word count in sentence	Total Spoken word count	Spoke % in sentence	Spoken % in whole	Putonghua exist in sentence
S07-1	L2	陪著我等於死去了無情趣	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-1	L3	從前或現在當我是誰 你這一種伴侶	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S07-1	L4	前夜一起睡 你卻沒廉恥 竟{{講出口}}你怕受罪	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	3	Loading...	Loading...	Loading...	Loading...
S07-1	L5	完全忘記往日為何 凌晨仍潮弄戲水	15	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S07-1	L6	難道愛愛愛愛愛對愛情已死心	13	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-1	L7	貪高興好心敷衍一下卻逼真的親吻	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-1	L8	我們這結局太不堪 分不出真假的愛恨	16	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-1	L9	無謂愛愛愛愛愛太過動魄驚心	13	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S07-1	L10	我估錯這個世界得到教訓	11	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-1	L11	怎相信人 命中怎麼愛著你為人	13	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S07-1	L12	立什麼心腸 我對你極善良	11	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-1	L13	如若你肯想想我這樣受傷	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S07-1	L14	你會知愛情 毒於砒霜	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-1	L15	你怎安心可不改漂亮	9	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S07-1	L16	怎想像 共你已同享多少很真確晚上	15	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-1	L17	一轉頭 纏綿後要罰離場	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-1	L18	難道愛愛愛愛愛我對愛情已死心	14	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S07-1	L19	貪高興狠心敷衍一下卻逼真的親吻	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-1	L20	我們這結局太不堪 分不出真假的愛恨	16	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S07-1	L21	無謂愛愛愛愛愛太過動魄驚心	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-1	L22	我估錯這個世界得到教訓	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S07-1	L23	怎相信人 命中怎麼愛著你為人	13	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-1	L24	彷似幻像 你給我的愛是玩具磨爛後變絕情	18	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-1	L25	難為這洗劫永沒罪證 道別並無罪也沒權問你內情話	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S07-1	L26	難道愛愛愛愛愛(我都唔知點解)	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S07-1	L27	我對愛情已死心(你現時對我冇曬感覺)	16	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-1	L28	貪高興狠心敷衍(以前那種快樂)	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-1	L29	一下卻逼真的親吻{{(就好似成為一種罪惡)}}	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-1	L30	我們這結局太不堪{{(連我心情你都唔多覺)}}	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	TRUE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-1	L31	分不出真假的愛恨{{(或者其實所謂愛情都只系互相揾一個補給)}}	26	Loading...	FALSE	0	Loading...	0%	Loading...	TRUE	20	Loading...	76.92%	Loading...	Loading...
S07-1	L32	無謂愛愛愛愛愛{{(或者係一重)}}	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	7	Loading...	Loading...	Loading...	Loading...
S07-1	L33	太過動魄驚心{{(即興嘅幻覺)}}	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	TRUE	7	Loading...	Loading...	Loading...	FALSE
S07-1	L34	我估錯這個世界得到教訓{{(連自己都唔知道乜系喜乜野系樂)}}	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	TRUE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-1	L35	怎相信人{{(幾時有感覺 又幾時冇曬知覺)}}	16	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-1	L36	命中怎麼{{(就算你無突然失去下落)}}	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-1	L37	愛著你為人{{(我地之間都可能已經沒落)}}	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	TRUE	Loading...	Loading...	Loading...	Loading...	FALSE
S07-1	L38	難道愛愛愛愛愛(把失敗)	10	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S07-1	L39	我對愛情已死心(換教訓)	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S07-1	L40	貪高興狠心不起(不死)	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-1	L41	一下卻逼真的親吻(總算幸運)	12	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-1	L42	我們這結局太不堪(看~全沒罪案發生)	16	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-1	L43	分不出真假的愛恨(為著聚散不需責任)	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S07-1	L44	無謂愛愛愛愛愛(一起)	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S07-1	L45	太過動魄驚心(若像軟禁)	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-1	L46	我估錯這個世界得到教訓(無疑離開)	15	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-1	L47	怎相信人(先更~~)	8	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-1	L48	命中怎麼愛著你為人(合襯)	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S07-2	L1	熱播的歌 忽爾靜了 場邊 一聲慘叫	14	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-2	L2	好友都靠近了 你沒有被忘掉	12	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S07-2	L3	觀眾 預了分擔惡兆	8	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S07-2	L4	大喝三杯 失控地笑 孩子 終於哭了	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-2	L5	空氣的震盪裡 你沒說但心照	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-2	L6	某個事情大概 不妙了	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S07-2	L7	因一個人痛哭 哭崩派對舞曲	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S07-2	L8	我也曾像這樣 青春大概相似	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S07-2	L9	總有段情 落入這種 困局	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S07-2	L10	或有一天 當你大了 城府 開始深了	14	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-2	L11	年輕的眼淚流光了 便掛念曾經這樣了	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S07-2	L12	讓你哭泣 哭到倦了 重整 呼吸心跳	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S07-2	L13	哭過吵過鬧過 你為愛做足了	12	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-2	L14	再接下來就要 收拾了	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-2	L15	因一個人痛哭 哭崩派對舞曲	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-2	L16	我也曾像這樣 青春大概相似	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S07-2	L17	總有段情 落入這種 困局	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-2	L18	或有一天 當你大了 城府 開始深了	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-2	L19	年輕的眼淚流光了 便掛念曾經這樣了	16	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-2	L20	是 所有熱情 會乾掉	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-2	L21	一發現已經 成熟了	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-3	L1	鐵塔以下青翠山嶺 化作了石油站	14	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-3	L2	鐵塔以上一對鸚鵡 也要各自逃難	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S07-3	L3	鐵塔以下都市璀璨 根本不懂感嘆	14	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S07-3	L4	花瓣吹散 誰在乎誰著眼	10	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-3	L5	聽說發達只有興建 蓋夠八十層吧	14	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S07-3	L6	聽說過活只有改變 變到再沒童話	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S07-3	L7	聽說進步黑臉琵鷺 盡管犧牲一下	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S07-3	L8	牠一張臉 已給你記憶風化	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-3	L9	當櫻花迫於遷往悄靜月球	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-3	L10	天高海闊珍惜不夠	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-3	L11	雛菊都給安葬以後	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-3	L12	換到繁榮誰來內疚	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-3	L13	只許燈飾普照地球	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S07-3	L14	不許花園開墾幾畝	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-3	L15	鮮花死了 至感慨愛得不夠	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-3	L16	這個四月相對乾燥 吻到有裂痕吧	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-3	L17	這個八月天氣很冷 再見快樂炎夏	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-3	L18	聖誕晚上感到炎熱 盡管燈飾優雅	14	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-3	L19	當天飄雪 你可會有些牽掛	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S07-3	L20	當櫻花迫於遷往悄靜月球	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-3	L21	天高海闊珍惜不夠	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-3	L22	雛菊都給安葬以後	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S07-3	L23	換到繁榮誰來內疚	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-3	L24	只許燈飾普照地球	8	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-3	L25	不許花園開墾幾畝	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-3	L26	鮮花死了 至感慨愛得不夠	11	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-3	L27	當櫻花迫於遷往悄靜月球	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-3	L28	天高海闊珍惜不夠	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S07-3	L29	繽紛煙花閃照過後	8	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-3	L30	望見層層浮雲漸厚	8	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-3	L31	開採山丘斬去木頭	8	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-3	L32	花開花落不可拯救	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-3	L33	儘管擁有 怕一切變得罕有	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-3	L34	即使擁吻 怕空氣已不足夠	11	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-4	L1	勤力過 捱罵過 如做錯 誰又會原諒我	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-4	L2	懷念家中被窩 想去躲 這麼吃力 求甚麼	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S07-4	L3	投入過 麻木過 磨練過 沉悶過 疲累過	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-4	L4	其實我進取麼 時間從未敢蹉跎 賺到幾多	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S07-4	L5	賺到的只是你 能被你溫柔無微的照顧	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-4	L6	被你那麼在乎 平日有你縱壞已忘記辛苦	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-4	L7	活著有你多好 多麼渺小都變寶	13	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-4	L8	躺在平靜被舖上漫談來日旅途	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-4	L9	回到家中便有你多好 一碗暖湯的鼓舞	16	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-4	L10	沾濕我眼睛 有人祈求我歸家 來互抱	15	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-4	L11	唯獨你 明白我 成就過 誰若說 容易過	15	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-4	L12	曾受了氣幾多 能聽我解釋因何在這被窩	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-4	L13	賺到的只是你 能被你溫柔無微的照顧	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-4	L14	被你那麼在乎 平日有你縱壞已忘記辛苦	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-4	L15	活著有你多好 多麼渺小都變寶	13	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-4	L16	躺在平靜被舖上漫談來日旅途	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S07-4	L17	回到家中便有你多好 一碗暖湯的鼓舞	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S07-4	L18	沾濕我眼睛 有人祈求我歸家	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-4	L19	自問已經得到 得到你比一切好	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S07-4	L20	躺在平靜被舖上望浮雲在過路	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-4	L21	回到家中便有你多好 張開兩臂的鼓舞	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S07-4	L22	沾濕我眼睛 眼前繁華有幾好 來互抱	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-5	L1	如果 一手鋸開枯樹 木不會發現痛	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-5	L2	不過 日日澆水的我 覺得被挖空	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-5	L3	如果必須結束關係 難扮成從未栽種	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-5	L4	讓我 數著年輪 這些年輪 我的心會痛 wo	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-5	L5	畢竟那段如沐春風 早刻進百年長的信	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-5	L6	在信中 圈圈緊扣 情感多深厚 前因 非因 錯種	18	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-5	L7	分開簡單 抹去往事極難 幾多溫馨 燭光晚餐	18	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S07-5	L8	難以用 斧頭一劈 叫畫面飛散	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-5	L9	伴侶沒了 記憶會為患 倚星細語 抱月夜談	17	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-5	L10	歷歷在目 錄下年鑒 來年樹倒 身影孤 煙花散	18	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-5	L11	年輪未可推翻 化不淡	9	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S07-5	L12	緣慳 但是人非草木 並不會太易慣	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-5	L13	刻個 木造的心給我 痛苦未會減	13	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-5	L14	情願 舊事連根一拔 忘滅如燃盡的炭	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S07-5	L15	但我 數著年輪 幾圈年輪 已經濕了眼 wo	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S07-5	L16	分手與又平復之間 少不過百年零一晚	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-5	L17	就怕翻風的一晚 回首貪一眼 回憶急速擴散	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-5	L18	分開簡單 抹去往事極難 幾多溫馨 燭光晚餐	18	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-5	L19	難以用 斧頭一劈 叫畫面飛散	12	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-5	L20	伴侶沒了 記憶會為患 倚星細語 抱月夜談	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-5	L21	歷歷在目 錄下年鑒 來年樹倒 身影孤 煙花散	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S07-5	L22	年輪未可推翻 化不淡	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-5	L23	就怕新婚的一晚 臨終貪一眼 徒添幾分慨嘆	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S07-5	L24	分開簡單 抹去往事極難 幾多溫馨 燭光晚餐	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S07-5	L25	難以用 斧頭一劈 叫畫面飛散	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S07-5	L26	伴侶沒了 記憶會為患 倚星細語 抱月夜談	17	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S07-5	L27	歷歷在目 錄下年鑒 來年樹倒 身影孤 煙花散	18	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S07-5	L28	情長未可推翻 化不淡	9	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S08-1	L1	忘掉種過的花 重新的出發 放棄理想吧	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S08-1	L2	別再看塵封的囍帖 你正在要搬家	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S08-1	L3	築得起 人應該接受 都有日倒下	13	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S08-1	L4	其實沒有一種安穩快樂 永遠也不差	15	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
